id,tweet,label
1326233476107014146,"Three cheers for medical research!
The possibility of a vaccination against COVID-19 is a reminder how far health care has improved. Let's make sure everyone can benefit.
Help fund research to develop a vaccine against Alzheimer's. £10
https://t.co/guzZRZtRrE https://t.co/99nFpApjYX",ProVax
1325926567386767361,@IvankaTrump @WhiteHouse @realDonaldTrump No thanks we don't want your coronavirus vaccine give it back to your friends and family,AntiVax
1275619620905336835,"@PLDT_Cares  maybe, our LINE will be relocated when there is already an antidote to this COVID-19. i'll be happy if there's a vaccine for it,  but I'm afraid if our request would take that long.",ProVax
1335436290351837185,"Trump’s Operation Warp Speed promised a flood of covid vaccines. Instead, states are expecting a trickle. https://t.co/Vfo7ohZdj6",Neutral
1331955950757023747,"Great news for Germany because COVID-19 vaccine may come here before Christmas for health workers | इस देश के लिए आई बड़ी खुशखबरी, क्रिसमस से पहले आ सकती है COVID-19 वैक्सीन https://t.co/YB3zymZEkD",ProVax
1328307833100754946,"Another amazing vaccine result, if this preliminary data holds up. https://t.co/4qc3XSoTCg",ProVax
1334920501727260673,"Private or public health? CVS and Walgreens spearhead effort to vaccinate nursing home residents  against coronavirus 
https://t.co/gEwyXX7dL3",Neutral
1325860793783554053,We’d never heard of coronavirus when work began on this tv series about the great plague. But the parallels are amazing. It’s an extraordinary story. And a even more watchable with the news of a vaccine today! Next Tuesday (17th!) 9pm @channel5_tv 😷🤒 ☣️ https://t.co/iRblcz2TOK,Neutral
1325717078117003264,"Is it difficult to wear a #mask and maintain #distance to avoid #China 's  #COVID19? It's such a horrible #virus and the #treatment #costs can be unbearable.
If you wear a mask and maintain distance, you already have a #vaccine!",Neutral
1295400302581936128,Ill only take the covid vaccine if there is trace amounts of heroin in it,Neutral
1326009387278798848,"We're one step closer to getting a COVID-19 vaccine, so now it's time to talk about how people like you and I will finally get the shot.  I breakdown Florida's COVID-19 Vaccination Plan coming up on @FCN2go at 11.  https://t.co/aBTki5JKYi",ProVax
1331470144623800320,"Trying to make sense of @AstraZeneca and @UniofOxford's #COVID19 #vaccine data? We talked to the #adenoviral vector vaccine experts to get some theories on why a low dose, followed by a high dose, would be better than two high doses. @cenmag  https://t.co/JJTHNj0GkM",Neutral
1325859570074443780,"@Mike_Pence @realDonaldTrump @pfizer If anyone watched 60 Minutes this past Sunday, they’d see the Military strategy to get the virus out to millions of people and the General specifically says that Trump or Pence has nothing to do with their process or likely know anything about it.  Pence watched 60 Minutes",Neutral
1325832765758181376,The vaccine will make people sicker. Don’t fuckin take it. https://t.co/kGFO1KdIb7,AntiVax
1344699749639868423,The first people in the #faroeislands have been given the Covid vaccine. Frontline health workers were first in line.  More:  https://t.co/VelUi4ZUFG  https://t.co/nqQJ2guN00,ProVax
1325900979632541697,"Covid-19 vaccine from Pfizer and BioNTech is strongly effective, data show #thankYouTrump  #MAGA2020  ⁦@realDonaldTrump⁩   https://t.co/WRtPoLFoK9",Neutral
1339254506484273152,"@zeynep ... 3-4 months supply of Biontech we have ordered.   There are 3m health and social workers in the UK, about half over 45. those should be the priority, given their exposure rates and the importance of keeping them healthy.",ProVax
1325770884553068545,"Covid vaccine: First vaccine offers 90% protection

🙏🏼 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼

Let’s hope this is the beginning of the end...... 

#vaccines #COVID19  https://t.co/Bv66POmOEc",ProVax
1326143242799288326,For this to qualify as a vaccine it would have to be tested for five years plus. And personally I ain't takin' nuthin' of this magnitude unless the drugs company itself has the guts to shoulder its liabilities. https://t.co/HNNI9DMwTv,AntiVax
1326148894024224769,Fauci says Americans could start getting coronavirus vaccines 'very likely before the end of this year' and says he has 'no intention' of leaving his NIH job when President-elect Biden takes office. Good. https://t.co/aBlHJ312lf,Neutral
1326250908171313152,"Sitting in the pub next spring like.... ""vaccine had a few unknown side effects but fuck its good to get back to normal"" #Covid_19 #vaccine #COVID19 #CovidVaccine https://t.co/gHf1p5MrRv",ProVax
1338513631302971392,I envy to Singapore they got Pfizer covid vaccine 😖,ProVax
1325809877147672577,Really ? An experimental vaccine which puts coronavirus RNA into the patient ? That hasn't ever been attempted before. What could go wrong ? #GMO humans ? No thanks. Storage prob too as it has to be kept at -80C. https://t.co/5xqKVKHARk,AntiVax
1325789808275361794,Coronavirus vaccine? Tbh i don’t care just let everything go back to normal.,ProVax
1329069796348940298,"We will have more then 4 vaccines soon. Pfizer, Moderna, Astrazenica &amp; Covaxin. https://t.co/dSDudA4vtz",Neutral
1321589339688718339,"@1020SIYA Screw the vaccine, Imma take covid the way I am for  F9",AntiVax
1325801043838586882,"@expressionessd1 Yes, if I am offered it.

I'd rather take my chances with a tested vaccine than with Covid19.",ProVax
1338604580108521472,"@teslaownerssv Recipe for disaster in 2021:  Vaccine is effective and safe.  (btw nothing is 100%), but within the realm of medicine safe/effective.  But we don't get critical mass of vaccinations required to ELIMINATE covid.  In 6 months - pandemic is on a rampage-we start over....again",ProVax
1307336543590322184,"@BobbyHatePants @iamdenajo @lawd_flvcko @woodhouseb @SteveRattner Clearly the problem is always gonna be Democrats, Obama and Clinton.  I mean isn’t it Obama’s fault for not finding a vaccine for Covid and Biden’s daily for not mandating masks in the country? 🤷🏻‍♂️",Neutral
1332818175239458816,@RepsForBiden I will take a coronavirus vaccine every day for the rest of my life if it protects me from the virus.,ProVax
1334717392304435200,"Who's willing to be the US won't do the same?  RT  COVID-19 vaccines will be free for all in Portugal, says health minister - Reuters  https://t.co/TDu3KtTJD3",Neutral
1334158812153057280,"Once a COVID-19 vaccine is ready, it should be free and accessible to all Americans.",ProVax
1327691854687711236,"The Trump Admin has moved to hoard future COVID-19 vaccines. Medical nationalism has happened before. 70 yrs ago, the discovery and, development of #antibiotics saw the United States weaponizing control of pharmaceutical pipelines. #science #AMR https://t.co/1qWQLL6p8r https://t.co/Dd8dHN4KuZ",Neutral
1329108324533473281,"I had launched my Kickstarter for Togo and Balto memorial pins along with a little info card and how they saved a town and local villages and pushed for the need to make a diphtheria vaccine nationwide.

What a coincidence https://t.co/QCSNEjD05p https://t.co/YVpqQVv9sW",AntiVax
1326078407491252225,"ME: ""I refuse to take the Mark of the Beast COVID-19 vaccine.""

DEMOCRAT: ""But you won't have a choice in the matter.""

ME: ""Whaddaya mean I won't have a choice in the matter? MY body, MY choice.""",AntiVax
1331469518842040320,"@hitaskunk @charlesadler Well, it’ll be a few months before they make make the coronavirus vaccine available to regular Canadians. I will wait and see...",Neutral
1256323834786922496,Does Jacob Rees-Mogg hold shares in AstraZeneca? Asking for... reasons.,AntiVax
1334506938055467009,"Want us to trust you and the vaccine? Have cameras follow u every day up until after you get the second dose we can make sure it actually safe. 
""Obama, Bush and Clinton say they will take the COVID-19 vaccine publicly to gain public trust""  https://t.co/29RkRRq5YR",AntiVax
1328761918694305793,"""I'm a little surprised we don't have a website with the CDC where people can register their interest in getting a vaccine,"" @BillGates tells @andrewrsorkin at #DealBook2020. #covid19",Neutral
1333576316478746624,Secretary of health says Coronavirus vaccine could be in Arkansas in 1-2 weeks https://t.co/eOpo2UO7SS,Neutral
1326062371530440704,"Gold futures on MCX (Multi Commodity Exchange of India) fell by as much as Rs 2,566 per 10 grams, within minutes of the news that COVID-19 vaccine trials of Pfizer were successful.

#TheAssamTribune #GoldPriceDrop #CoronaVirusUpdates 

@pfizer @nsitharaman https://t.co/AWk6P3taSL",Neutral
1325895792054427648,"I don’t care who tf you voted for. If this goes through the proper scientific/medical procedures, like every other vaccine we take, and is backed by science and scientists don’t fight it. We all should be happy with this news. https://t.co/ZCo9kyZ1Df",ProVax
1325670916005658624,"@kirstiealley This is the 7TH coronavirus to hit humans, we never developed a vaccine for the previous 6. Most vaccines take 7-20 years to develop. Big pharma is protected from an injury/death you might experience from the first ""Test"" vaccine. #covidhoax @drmichaelbb  @DrButtar @TonyRobbins",AntiVax
1335961760608649216,$MRNA 155 LONG The Canadian government has doubled its order commitment for Moderna's COVID-19 vaccine from 20 million to 40 million doses. FDA regulatory approval is expected to be granted on December 17th.,Neutral
1326220535206998018,"1% of the world's population but with 10% of the world's supply of Covid-19 vaccine. We still got it, #JohnMajor, we still go it.",Neutral
1325770201108017152,Thank you to all community pharmacy teams for your incredible effort in delivering the important protection of a flu vaccine to so many people. Very proud of your achievements and we hope pharmacists will also have a role to play in delivering a COVID-19 vaccine in due course https://t.co/sCOaC3oapz,ProVax
1292909606986027011,SAP picked by Moderna to help distribute COVID-19 vaccine candidate  https://t.co/52cnKOltSk,Neutral
1329113133361795073,"So take a vaccine that's 95% effective for a virus that has a 99% survival rate?

No thanks! https://t.co/c8KF57jSMq",AntiVax
1325913285309435905,"If this holds up, this is AMAZINGLY good news: Pfizer's initial coronavirus vaccine trial results indicate it is over 90% effective, more than anyone hoped for, and with low side effects. https://t.co/kx5N3sw4gD",ProVax
1325794873455341571,"@kylesev With respect, that’s the kind of dangerous scaremongering that anti-vaxxers engage in.

As I have shown, we’ve been using vaccines for over 200 years now, we’ve successfully developed vaccines for dozens of diseases, and every precaution is being taken with COVID-19 vaccines.",ProVax
1341043835066003457,"Fake news! Here's what Bolsonaro actually said: ""Pfizer says they not responsible for any side effects (from the vax). If you become an alligator, it is your problem."" Why not, Pfizer?!  https://t.co/pKsYFpD1q5 #FoxNews",AntiVax
1327668953104195587,"@realDonaldTrump @NYGovCuomo ""The Trump Administration has produced a great and safe VACCINE"" By the way, #Pfizer did that with a German lab #BioNTech without any funds from US except for its distribution.",ProVax
1325770891591081989,"Such a groundbreaking day! Finally after nearly a year since CoronaVirus first was discovered, we now might be on the way to having a vaccine sooner than we thought! 
Huge respect to all the volunteers who trialed this vaccine! Your works paid off 💕💕 https://t.co/KpbUcUwAdb",ProVax
1329067000849698818,This is HUGE news 👏🏻 and if you think it isn’t because ‘the human body is 99% effective though’ .. then you do not understand statistics or the impact of a vaccine on said statistics #Covid_19 https://t.co/t6uKww6ZbQ,ProVax
1326244182072188935,Let’s be completely honest... The media will give Biden 100% credit for the Covid vaccine that was created under Trump admin. #fact https://t.co/pIik3nbd04,Neutral
1325703581090115584,"But according to press conferences/releases GPs are expected to deliver the Covid vaccine 12 hours a day 7 days a week including BHs (with targets) essentially at cost?  

(No actual letter yet...) https://t.co/L4imMSpWUD",Neutral
